id,date,hour,leagueMatchNb,idHome,homeTeam,idAway,awayTeam,h_score,a_score,h_possession,h_duelsWon,h_aerialDuelsWon,h_interceptions,h_offPlays,h_corners,h_passes,h_longPasses,h_succeededPasses,h_succeededPassesOppositeSide,h_centers,h_succeededCenters,h_shots,h_targetedShots,h_counteredShots,h_extSurfaceShots,h_intSurfaceShots,h_precisionShots,h_tackles,h_succeededTackles,h_clears,h_concededFaults,h_yellowCards,h_redCards,a_possession,a_duelsWon,a_aerialDuelsWon,a_interceptions,a_offPlays,a_corners,a_passes,a_longPasses,a_succeededPasses,a_succeededPassesOppositeSide,a_centers,a_succeededCenters,a_shots,a_targetedShots,a_counteredShots,a_extSurfaceShots,a_intSurfaceShots,a_precisionShots,a_tackles,a_succeededTackles,a_clears,a_concededFaults,a_yellowCards,a_redCards
69357,20210911,1900,7,15,VAFC,9,QRM,1,2,55.0,47.4,57.1,7,2,4,372,62,78.5,62.7,20,15.0,7,1,3,3,4,14.3,21,71.4,20,17,2,0,45.0,52.6,42.9,11,5,5,302,66,73.2,56.2,21,19.0,13,3,2,5,8,23.1,26,76.9,21,16,3,0
69355,20210913,2045,7,12,HAC,7,TFC,1,1,41.4,48.5,40.0,9,1,9,351,58,74.9,60.5,20,15.0,10,4,2,5,5,40.0,13,69.2,15,3,1,1,58.6,51.5,60.0,15,5,6,514,64,80.7,65.8,15,40.0,9,2,3,1,8,22.2,21,33.3,18,13,4,0
69366,20210918,1500,8,3,FCSM,1,PFC,2,0,46.7,52.2,50.0,20,5,3,417,79,78.4,55.9,13,15.4,12,4,3,5,7,33.3,16,62.5,16,10,1,0,53.3,47.8,50.0,13,0,3,472,81,74.4,62.0,17,23.5,6,2,1,3,3,33.3,18,55.6,7,13,2,0
69367,20210918,1500,8,7,TFC,19,GF38,4,1,62.9,47.8,50.0,12,3,4,629,72,88.4,77.1,19,21.1,17,10,3,4,13,58.8,15,66.7,3,17,2,0,37.1,52.2,50.0,15,1,2,374,43,78.3,65.4,7,28.6,7,2,1,5,2,28.6,12,66.7,16,12,0,0
69358,20210918,1900,8,11,SCB,2,SMC,1,1,47.2,47.1,56.8,15,5,1,414,71,76.3,61.0,11,9.1,4,3,0,0,4,75.0,12,58.3,22,9,2,0,52.8,52.9,43.2,11,1,6,450,56,81.3,66.0,24,12.5,11,3,1,7,4,27.3,22,68.2,9,10,1,0
69359,20210918,1900,8,18,DFCO,10,USLD,2,0,47.7,48.6,51.4,6,5,8,335,76,69.3,54.7,17,23.5,14,5,4,7,7,35.7,17,52.9,10,18,2,0,52.3,51.4,48.6,2,4,4,371,60,72.2,56.4,16,37.5,9,3,2,2,7,33.3,11,72.7,20,16,3,0
69360,20210918,1900,8,16,ASNL,12,HAC,1,1,60.9,55.9,46.4,13,6,4,413,70,76.5,58.4,17,5.9,13,5,3,6,7,38.5,23,69.6,13,17,2,1,39.1,44.1,53.6,14,0,3,263,54,62.0,52.3,13,23.1,8,5,1,6,2,62.5,12,41.7,22,14,2,0
69361,20210918,1900,8,8,NO,17,ASC,3,3,45.5,46.0,36.7,15,1,3,354,54,76.8,64.3,13,30.8,12,6,0,7,5,50.0,15,66.7,25,19,4,0,54.5,54.0,63.3,14,0,6,416,60,77.9,63.7,24,29.2,16,7,2,3,13,43.8,9,77.8,16,14,3,0
69362,20210918,1900,8,14,CNFC,13,EAG,2,0,41.0,52.8,52.2,2,2,3,335,58,75.5,58.9,11,9.1,10,4,2,5,5,40.0,13,69.2,25,11,2,0,59.0,47.2,47.8,14,4,5,480,53,82.3,65.2,20,20.0,10,3,4,4,6,30.0,18,61.1,10,19,3,0
69363,20210918,1900,8,5,PAUFC,15,VAFC,1,1,46.1,49.0,30.4,7,3,6,397,59,82.6,63.9,26,19.2,6,3,2,0,6,50.0,13,69.2,21,15,4,0,53.9,51.0,69.6,7,0,5,468,47,85.7,73.8,25,36.0,15,4,3,3,12,26.7,14,64.3,20,15,2,0
69364,20210918,1900,8,9,QRM,4,AJA,0,0,29.6,45.3,44.0,7,3,1,260,61,66.2,47.1,5,20.0,8,4,2,0,8,50.0,15,46.7,30,18,2,0,70.4,54.7,56.0,8,3,4,616,73,84.4,68.9,20,30.0,11,3,4,4,7,27.3,15,80.0,8,13,1,1
69365,20210918,1900,8,20,RAF,6,ACA,0,2,57.5,58.8,59.6,14,0,5,479,106,78.1,65.3,37,21.6,15,7,3,8,7,46.7,12,66.7,9,5,0,0,42.5,41.2,40.4,9,0,3,366,74,70.8,56.7,10,30.0,6,3,1,1,5,50.0,14,64.3,37,15,3,0
69368,20210921,2000,9,6,ACA,14,CNFC,0,0,61.4,47.2,53.8,7,0,5,440,60,79.8,62.6,30,13.3,12,6,1,5,7,50.0,12,75.0,8,19,3,0,38.6,52.8,46.2,10,2,1,288,68,75.7,63.8,6,16.7,5,1,2,3,2,20.0,13,84.6,30,15,3,0
69369,20210921,2000,9,17,ASC,5,PAUFC,2,2,47.8,55.7,56.7,13,0,7,406,73,79.3,66.5,19,21.1,10,4,5,2,8,40.0,18,61.1,21,11,0,0,52.2,44.3,43.3,8,2,7,434,28,84.8,67.8,26,15.4,11,6,2,3,8,54.5,10,60.0,22,17,2,0
69370,20210921,2000,9,4,AJA,20,RAF,1,0,59.7,54.5,47.2,6,1,8,541,99,81.1,65.2,26,15.4,16,8,2,7,9,50.0,19,52.6,10,9,0,0,40.3,45.5,52.8,16,2,2,368,82,70.1,58.4,11,9.1,11,2,0,6,5,18.2,8,37.5,28,11,0,0
69371,20210921,2000,9,2,SMC,18,DFCO,0,1,62.4,51.7,50.0,18,1,3,511,60,80.2,68.0,18,22.2,15,4,3,5,10,26.7,18,77.8,8,12,0,1,37.6,48.3,50.0,17,2,3,311,69,67.2,58.5,8,12.5,10,2,2,6,4,20.0,22,50.0,19,17,3,0
69372,20210921,2000,9,10,USLD,7,TFC,0,2,35.4,52.0,45.8,12,4,1,284,74,65.8,51.4,15,13.3,7,1,0,3,4,14.3,18,44.4,21,17,2,0,64.6,48.0,54.2,6,4,2,528,80,81.4,67.2,15,33.3,14,5,3,2,12,35.7,9,66.7,12,21,2,0
69373,20210921,2000,9,19,GF38,16,ASNL,4,1,33.8,51.6,56.8,17,4,3,233,68,62.7,55.3,9,55.6,12,8,1,2,10,66.7,16,37.5,21,15,1,1,66.2,48.4,43.2,14,0,4,453,56,79.5,67.1,24,20.8,17,2,2,9,8,11.8,18,61.1,6,17,3,0
69374,20210921,2000,9,13,EAG,3,FCSM,1,2,57.8,58.3,64.7,9,4,5,413,60,80.1,63.8,23,34.8,17,3,5,6,11,17.6,9,55.6,16,17,5,0,42.2,41.7,35.3,8,2,2,301,64,75.7,54.5,14,14.3,5,2,0,1,4,40.0,16,62.5,22,18,5,0
69375,20210921,2000,9,12,HAC,9,QRM,1,0,53.0,51.2,46.7,11,2,0,431,62,77.3,61.0,9,22.2,10,2,3,1,9,20.0,19,63.2,24,17,1,0,47.0,48.8,53.3,13,1,7,361,78,72.3,58.6,26,15.4,9,3,5,4,5,33.3,16,56.3,10,23,2,0
69376,20210921,2000,9,1,PFC,8,NO,2,0,39.4,46.2,32.0,10,2,3,402,66,76.6,68.9,13,0.0,13,6,3,3,10,46.2,22,50.0,16,14,1,0,60.6,53.8,68.0,15,1,3,619,56,88.2,79.0,19,15.8,7,1,1,3,4,14.3,6,66.7,10,9,1,0
69377,20210921,2000,9,15,VAFC,11,SCB,2,1,50.4,52.5,63.9,13,4,6,413,58,78.0,60.5,19,10.5,10,5,2,5,5,50.0,25,60.0,17,16,3,0,49.6,47.5,36.1,22,3,6,395,46,78.7,61.1,28,21.4,10,3,3,2,8,30.0,20,80.0,17,11,2,0
69379,20210924,2100,10,18,DFCO,15,VAFC,0,1,59.4,56.3,58.8,12,0,12,519,85,78.0,63.4,44,29.5,19,5,3,5,14,26.3,20,70.0,3,17,2,0,40.6,43.7,41.2,23,3,1,374,71,71.7,57.9,3,33.3,6,3,1,3,3,50.0,19,52.6,21,18,4,0
69380,20210924,2100,10,16,ASNL,17,ASC,1,1,72.7,42.7,43.5,6,0,9,527,53,84.4,74.1,44,18.2,15,3,1,6,9,20.0,8,100.0,5,21,1,0,27.3,57.3,56.5,9,1,1,211,71,57.8,51.5,3,33.3,6,2,0,3,3,33.3,17,70.6,27,18,1,2
69381,20210924,2100,10,8,NO,12,HAC,0,1,63.3,43.1,34.2,14,1,7,551,52,80.6,62.1,26,19.2,10,3,5,2,8,30.0,20,65.0,5,12,1,0,36.7,56.9,65.8,27,0,2,326,63,73.9,64.6,9,44.4,12,5,2,4,8,41.7,22,68.2,17,9,2,0
69382,20210924,2100,10,14,CNFC,1,PFC,4,1,37.6,44.8,44.0,20,1,0,339,55,76.4,56.6,7,14.3,9,5,1,3,6,55.6,18,33.3,28,14,1,0,62.4,55.2,56.0,7,1,9,537,52,85.3,74.6,41,41.5,23,9,4,5,18,39.1,16,43.8,6,12,2,0
69383,20210924,2100,10,5,PAUFC,10,USLD,1,2,67.5,49.4,50.0,10,3,5,562,53,88.1,79.4,35,28.6,25,9,8,12,13,36.0,13,30.8,4,19,1,2,32.5,50.6,50.0,7,0,1,282,74,72.0,62.9,4,25.0,6,3,1,1,5,50.0,12,83.3,38,8,5,2
69384,20210924,2100,10,9,QRM,13,EAG,2,2,35.2,42.5,33.3,15,4,3,313,77,67.1,54.8,13,7.7,8,3,1,5,3,37.5,22,59.1,23,15,3,0,64.8,57.5,66.7,3,3,9,577,36,83.7,67.4,22,4.5,13,4,0,7,6,30.8,14,50.0,12,9,3,0
69385,20210924,2100,10,20,RAF,19,GF38,1,1,57.6,48.5,51.2,12,1,7,445,78,79.3,72.9,41,22.0,18,5,1,8,10,27.8,7,71.4,11,11,2,0,42.4,51.5,48.8,8,0,2,337,72,70.6,52.1,17,11.8,4,1,1,2,2,25.0,15,66.7,29,12,1,0
69386,20210924,2100,10,3,FCSM,4,AJA,0,0,51.3,48.4,53.3,11,1,4,421,58,78.4,62.5,21,14.3,12,4,2,4,8,33.3,10,80.0,10,12,0,0,48.7,51.6,46.7,9,0,5,406,73,74.4,58.8,16,6.3,6,1,1,3,3,16.7,19,63.2,20,12,2,0
69378,20210925,1500,10,11,SCB,6,ACA,2,0,40.8,50.0,45.9,13,2,0,334,78,73.4,52.6,6,33.3,6,5,0,2,4,83.3,14,28.6,15,15,1,0,59.2,50.0,54.1,8,1,2,480,67,79.0,58.4,15,13.3,6,0,3,3,3,0.0,14,42.9,2,21,3,0
69387,20210927,2045,10,7,TFC,2,SMC,2,3,67.9,49.1,50.0,6,1,6,570,68,87.9,81.9,17,35.3,20,5,5,10,10,25.0,15,46.7,7,16,3,0,32.1,50.9,50.0,13,0,3,274,63,69.0,59.3,6,16.7,10,4,1,2,8,40.0,16,37.5,17,13,1,0
69389,20211002,1500,11,17,ASC,7,TFC,0,0,33.3,50.0,36.4,13,0,2,253,49,73.1,65.1,16,31.3,7,2,2,4,3,28.6,13,76.9,20,12,1,0,66.7,50.0,63.6,9,3,11,507,49,83.4,75.0,32,31.3,16,3,4,5,11,18.8,11,54.5,7,15,2,0
69390,20211002,1500,11,4,AJA,8,NO,2,2,43.9,51.6,56.3,9,3,1,429,65,78.1,70.1,12,8.3,10,3,3,6,4,30.0,42,50.0,11,19,2,0,56.1,48.4,43.8,8,4,3,551,67,82.0,71.2,13,46.2,13,6,2,4,9,46.2,20,65.0,9,9,3,0
69388,20211002,1900,11,6,ACA,9,QRM,0,1,63.5,48.7,55.2,14,2,6,503,56,79.5,67.9,22,18.2,11,1,4,4,7,9.1,18,77.8,6,20,2,0,36.5,51.3,44.8,13,1,2,296,73,62.8,54.0,2,0.0,4,3,0,2,2,75.0,21,38.1,25,17,5,1
69391,20211002,1900,11,2,SMC,15,VAFC,1,2,61.0,50.5,68.2,15,1,9,542,53,84.5,71.3,28,17.9,18,4,5,10,8,22.2,14,35.7,7,11,1,0,39.0,49.5,31.8,14,7,3,352,55,75.9,56.9,10,0.0,12,7,0,3,9,58.3,19,57.9,29,13,2,0
69392,20211002,1900,11,10,USLD,11,SCB,2,0,47.0,60.2,70.0,22,1,4,382,66,73.6,59.0,17,17.6,9,6,0,4,5,66.7,11,54.5,13,12,1,0,53.0,39.8,30.0,11,3,3,430,72,77.7,54.2,19,26.3,7,1,1,4,3,14.3,10,40.0,16,18,1,0
69393,20211002,1900,11,19,GF38,5,PAUFC,2,0,55.8,59.2,47.8,7,0,4,538,54,84.2,74.7,16,6.3,6,2,1,3,3,33.3,18,38.9,13,8,0,0,44.2,40.8,52.2,12,3,3,420,63,80.7,68.9,16,18.8,9,1,2,5,4,11.1,12,75.0,18,17,2,0
69394,20211002,1900,11,13,EAG,20,RAF,2,1,49.3,49.6,48.9,7,6,3,394,63,78.7,61.4,13,23.1,11,5,3,4,7,45.5,16,56.3,9,15,3,0,50.7,50.4,51.1,8,2,1,392,72,80.4,69.4,25,16.0,8,1,2,2,6,12.5,18,66.7,9,17,1,0
69395,20211002,1900,11,12,HAC,18,DFCO,2,0,35.8,41.3,42.1,12,1,3,313,67,72.8,51.4,10,30.0,9,4,3,3,6,44.4,10,50.0,19,14,2,0,64.2,58.7,57.9,8,1,4,559,59,82.1,69.7,22,36.4,13,4,2,5,8,30.8,16,62.5,7,10,0,0
69396,20211002,1900,11,1,PFC,16,ASNL,1,1,62.5,53.4,51.6,2,2,8,624,71,82.2,63.8,21,14.3,8,2,0,2,6,25.0,24,41.7,7,12,1,0,37.5,46.6,48.4,15,1,1,375,64,74.1,57.5,7,14.3,8,2,1,3,5,25.0,19,68.4,21,12,2,0
69397,20211002,1900,11,3,FCSM,14,CNFC,1,0,57.9,46.5,48.0,11,1,3,504,61,82.9,65.3,18,27.8,9,1,1,3,6,11.1,19,36.8,10,10,3,0,42.1,53.5,52.0,4,0,4,369,65,72.4,54.0,9,22.2,6,3,0,3,3,50.0,20,55.0,15,9,1,0
69406,20211016,1500,12,7,TFC,4,AJA,6,0,53.5,50.0,72.2,16,5,8,479,63,84.6,75.1,22,27.3,15,7,3,4,11,46.7,12,41.7,7,15,2,0,46.5,50.0,27.8,12,6,3,426,64,82.4,69.9,7,14.3,5,1,2,4,1,20.0,16,81.3,16,11,0,1
69398,20211016,1900,12,11,SCB,19,GF38,0,0,45.2,45.5,48.7,11,1,7,398,53,77.4,64.0,33,24.2,15,2,5,6,9,13.3,13,84.6,14,13,0,0,54.8,54.5,51.3,10,0,4,504,58,81.3,71.0,12,8.3,9,4,1,5,4,44.4,20,45.0,18,14,2,0
69399,20211016,1900,12,2,SMC,12,HAC,2,2,51.8,56.7,50.0,9,1,5,450,77,79.3,61.8,17,17.6,9,3,3,5,4,33.3,27,59.3,7,14,1,0,48.2,43.3,50.0,7,3,5,424,50,81.6,71.0,14,28.6,7,2,0,2,5,28.6,15,53.3,15,11,3,0
69400,20211016,1900,12,18,DFCO,17,ASC,1,0,45.4,51.3,45.5,9,0,2,386,68,72.3,59.9,15,13.3,9,3,1,4,5,33.3,22,40.9,18,12,1,1,54.6,48.7,54.5,11,4,3,454,59,81.3,71.9,25,36.0,12,0,3,5,7,0.0,11,54.5,16,10,0,0
69401,20211016,1900,12,16,ASNL,13,EAG,2,1,51.3,48.7,54.8,11,3,7,405,49,81.2,66.0,22,27.3,16,5,5,7,9,31.3,16,50.0,13,18,1,1,48.7,51.3,45.2,13,1,5,385,67,77.1,60.3,16,25.0,6,3,0,1,5,50.0,22,54.5,17,16,4,0
69403,20211016,1900,12,5,PAUFC,1,PFC,1,0,41.7,53.8,33.3,11,3,1,411,76,76.6,60.8,19,15.8,11,4,2,3,8,36.4,18,66.7,22,9,0,0,58.3,46.2,66.7,9,2,3,579,68,84.3,70.5,21,28.6,11,3,6,8,3,27.3,7,28.6,10,16,0,0
69404,20211016,1900,12,9,QRM,14,CNFC,0,3,53.1,42.5,33.3,8,1,3,443,41,80.6,65.6,19,10.5,6,2,2,4,2,33.3,20,55.0,10,21,1,0,46.9,57.5,66.7,10,0,3,397,54,81.9,64.7,12,50.0,11,5,1,4,7,45.5,29,44.8,16,13,3,0
69405,20211016,1900,12,20,RAF,3,FCSM,0,1,39.5,51.7,71.9,15,2,1,304,70,71.1,62.0,12,33.3,5,1,4,1,4,20.0,13,69.2,11,15,3,0,60.5,48.3,28.1,10,2,3,465,102,82.2,64.3,14,7.1,7,1,2,2,5,14.3,22,50.0,15,18,1,0
69407,20211016,1900,12,15,VAFC,10,USLD,1,3,71.1,50.5,47.1,7,2,9,517,46,85.7,71.5,43,27.9,18,3,5,2,16,16.7,8,37.5,8,16,3,0,28.9,49.5,52.9,7,1,2,223,58,62.3,56.7,4,50.0,8,6,0,4,4,75.0,15,40.0,39,20,4,0
69402,20211018,2045,12,8,NO,6,ACA,0,2,63.4,49.5,50.0,7,0,8,559,72,80.9,66.7,30,10.0,8,2,0,3,5,25.0,6,66.7,7,12,2,0,36.6,50.5,50.0,20,1,4,332,80,65.4,61.2,10,60.0,12,6,2,4,8,50.0,18,77.8,21,21,2,0
69416,20211023,1500,13,1,PFC,7,TFC,2,2,30.2,45.0,36.4,10,2,6,253,61,58.9,45.7,15,20.0,8,2,2,2,6,25.0,15,40.0,30,10,2,0,69.8,55.0,63.6,9,0,10,580,63,81.2,68.1,32,15.6,15,3,5,5,10,20.0,13,69.2,10,13,1,0
69408,20211023,1900,13,6,ACA,16,ASNL,2,0,49.8,52.0,51.3,7,1,5,419,66,76.1,63.3,16,31.3,12,4,2,3,9,33.3,21,61.9,18,10,1,0,50.2,48.0,48.7,12,2,2,426,62,77.5,59.7,12,25.0,6,1,0,1,5,16.7,18,61.1,12,17,1,0
69409,20211023,1900,13,17,ASC,15,VAFC,3,0,46.7,58.7,68.0,18,0,4,378,61,78.8,64.5,17,17.6,5,3,1,1,4,60.0,24,54.2,23,14,3,0,53.3,41.3,32.0,5,0,4,426,35,82.4,70.8,25,24.0,11,2,3,5,6,18.2,15,73.3,14,15,1,0
69411,20211023,1900,13,10,USLD,2,SMC,1,1,53.7,64.6,60.7,10,2,6,457,42,82.3,65.3,27,25.9,12,3,6,5,7,25.0,24,62.5,30,11,0,0,46.3,35.4,39.3,13,0,6,393,56,80.2,59.7,21,9.5,10,4,2,7,3,40.0,11,63.6,21,9,0,0
69412,20211023,1900,13,19,GF38,18,DFCO,1,2,49.7,51.3,59.0,17,4,5,423,55,76.1,60.6,19,21.1,6,1,1,5,1,16.7,20,60.0,12,4,2,0,50.3,48.7,41.0,16,1,5,436,61,77.1,65.6,17,23.5,24,8,4,7,17,33.3,32,56.3,19,12,2,0
69413,20211023,1900,13,13,EAG,8,NO,3,1,46.2,50.5,71.9,8,1,8,388,55,77.8,66.8,25,24.0,23,8,6,11,12,34.8,15,66.7,14,10,1,0,53.8,49.5,28.1,12,1,6,466,69,79.4,65.3,18,33.3,6,1,1,2,4,16.7,17,76.5,13,7,4,0
69414,20211023,1900,13,12,HAC,5,PAUFC,1,0,52.6,52.0,65.2,17,0,3,487,68,83.6,75.5,12,41.7,11,2,4,4,7,18.2,16,50.0,18,11,1,0,47.4,48.0,34.8,12,3,11,421,59,81.0,64.2,26,11.5,10,6,3,6,4,60.0,20,70.0,7,12,2,0
69415,20211023,1900,13,14,CNFC,20,RAF,0,2,53.4,52.9,60.9,7,3,4,480,53,84.2,71.6,19,31.6,9,1,3,0,9,11.1,12,66.7,14,7,0,0,46.6,47.1,39.1,8,0,5,412,69,79.1,65.2,22,27.3,13,7,1,5,8,53.8,19,73.7,17,10,2,0
69417,20211023,1900,13,3,FCSM,9,QRM,1,1,70.8,47.7,51.6,11,3,7,633,57,84.0,68.7,23,0.0,9,4,3,2,7,44.4,21,57.1,6,15,2,0,29.2,52.3,48.4,15,3,0,265,67,57.7,49.4,2,0.0,7,3,1,3,4,42.9,24,70.8,14,14,2,0
69410,20211025,2045,13,4,AJA,11,SCB,1,0,55.1,41.9,40.0,20,0,1,531,97,76.3,58.7,9,11.1,6,4,1,2,4,66.7,17,47.1,16,10,2,0,44.9,58.1,60.0,13,5,3,425,71,73.2,59.3,18,11.1,10,3,2,5,5,30.0,28,75.0,10,10,1,0
69426,20211030,1500,14,7,TFC,13,EAG,2,2,63.2,43.8,43.2,12,3,13,473,81,86.7,76.4,32,31.3,12,3,1,5,7,25.0,13,61.5,10,14,2,0,36.8,56.2,56.8,8,0,1,284,62,74.6,64.8,12,25.0,12,4,3,3,9,33.3,15,53.3,22,12,2,0
69418,20211030,1900,14,11,SCB,17,ASC,0,0,52.0,43.8,46.2,18,6,3,438,59,79.5,69.1,22,9.1,15,4,4,8,7,26.7,19,63.2,11,14,2,0,48.0,56.3,53.8,19,3,3,416,90,76.0,62.6,10,20.0,10,3,2,2,8,30.0,16,37.5,23,5,3,0
69419,20211030,1900,14,2,SMC,19,GF38,0,1,57.6,50.5,65.5,12,2,5,556,54,82.4,70.1,24,20.8,11,3,2,1,10,27.3,11,54.5,3,11,1,0,42.4,49.5,34.5,23,3,1,414,68,79.5,63.0,8,37.5,11,5,3,1,10,45.5,21,61.9,23,7,2,0
69420,20211030,1900,14,18,DFCO,1,PFC,0,1,65.9,55.5,51.2,12,0,13,527,72,82.5,67.4,43,23.3,22,3,6,6,16,13.6,14,50.0,13,10,1,0,34.1,44.5,48.8,6,0,7,277,72,62.5,54.4,18,16.7,8,2,1,1,7,25.0,16,37.5,27,20,3,0
69421,20211030,1900,14,10,USLD,12,HAC,1,0,41.7,47.5,60.0,13,2,4,336,61,71.4,59.3,15,20.0,12,6,2,3,9,50.0,16,81.3,18,17,2,0,58.3,52.5,40.0,14,2,3,480,66,81.0,70.3,15,26.7,11,1,4,6,5,9.1,14,64.3,8,11,2,0
69422,20211030,1900,14,16,ASNL,3,FCSM,0,0,35.9,41.9,41.9,15,0,5,307,68,73.6,59.0,13,7.7,9,3,1,3,6,33.3,13,69.2,16,14,1,0,64.1,58.1,58.1,4,1,5,551,70,86.0,76.0,23,26.1,13,2,5,4,9,15.4,21,57.1,14,13,2,0
69423,20211030,1900,14,8,NO,14,CNFC,1,2,67.0,46.0,50.0,13,1,9,550,63,79.3,61.6,28,21.4,9,2,2,3,6,22.2,22,72.7,10,19,2,0,33.0,54.0,50.0,18,1,2,277,60,63.5,56.0,8,12.5,7,3,2,3,4,42.9,21,71.4,27,12,1,0
69424,20211030,1900,14,5,PAUFC,6,ACA,1,0,44.3,52.7,45.7,19,4,1,381,76,75.6,59.8,8,25.0,9,1,3,2,7,11.1,13,69.2,31,14,2,0,55.7,47.3,54.3,6,3,2,472,66,79.4,66.9,17,23.5,8,1,3,2,6,12.5,17,58.8,14,19,4,0
69425,20211030,1900,14,20,RAF,9,QRM,3,0,46.2,55.3,42.3,15,2,9,309,65,71.5,49.7,19,5.3,10,5,3,6,4,50.0,11,63.6,15,13,3,0,53.8,44.7,57.7,15,0,4,358,48,76.3,57.1,25,8.0,10,3,5,4,6,30.0,7,71.4,11,19,2,0
69427,20211101,2045,14,15,VAFC,4,AJA,1,2,48.3,55.4,66.7,12,4,5,408,49,77.0,66.1,26,23.1,11,4,2,3,8,36.4,20,65.0,12,14,0,0,51.7,44.6,33.3,11,1,5,439,69,79.0,70.8,24,41.7,18,9,4,6,12,50.0,23,47.8,26,11,0,0
